ProjectType,AltProjectName,DQIssues,DQCohort,DQPercent,DQPoints,DQMath,DQPossible,NoIncomeAtEntry,NoIncomeAtEntryCohort,NoIncomeAtEntryMath,NoIncomeAtEntryPercent,NoIncomeAtEntryPoints,NoIncomeAtEntryPossible,NoIncomeAtEntryDQ,ExitsToPH,ExitsToPHMath,ExitsToPHPercent,ExitsToPHPoints,ExitsToPHPossible,ExitsToPHDQ,ExitsToPHCohort,ScoredAtEntry,ScoredAtEntryMath,ScoredAtEntryPercent,ScoredAtEntryPoints,ScoredAtEntryCohort,ScoredAtEntryPossible,ScoredAtEntryDQ,MedHHI,MedianHHIMath,MedianHHICohort,MedianHHIPoints,MedianHHIPossible,MedianHHIDQ,IncreasedIncome,IncreasedIncomeCohort,IncreasedIncomeMath,IncreasedIncomePercent,IncreasedIncomePoints,IncreasedIncomePossible,IncreasedIncomeDQ,AverageLoSMath,AverageLoSCohort,AverageLoSPoints,AverageLoSPossible,AverageLoSDQ,LongTermHomeless,LongTermHomelessPercent,LongTermHomelessPoints,LongTermHomelessMath,LongTermhomelessCohort,LongTermHomelessPossible,LTHomelessDQ,BenefitsAtExitCohort,BenefitsAtExit,BenefitsAtExitMath,BenefitsAtExitPercent,BenefitsAtExitPoints,BenefitsAtExitPossible,BenefitsAtExitDQ,OwnHousingCohort,OwnHousing,OwnHousingMath,OwnHousingPercent,OwnHousingPoints,OwnHousingPossible,OwnHousingDQ,LHResPrior,LHResPriorCohort,LHResPriorMath,LHResPriorPercent,LHResPriorPoints,LHResPriorPossible,LHResPriorDQ,ProjectID,AltProjectID,CostPerExit,DateReceivedPPDocs,HousingFirstScore,ChronicPrioritizationScore,OnTrackSpendingScoring,UnspentFundsScoring,CostPerExitScore,CostPerExitPossible,CostPerExitMath,OnTrackSpendingPossible,OnTrackSpendingMath,UnspentFundsPossible,UnspentFundsMath,HousingFirstPossible,HousingFirstDQ,HousingFirstMath,ChronicPrioritizationDQ,ChronicPrioritizationPossible,ChronicPrioritizationMath
3,Fayette - CAC of Fayette County - Shelter Plus Care - PSH,0,ClientsServed,0,5,0 errors / 17 clients served = 0%,5,4,AdultsEntered,4 had no income at entry / 6 adults who entered the project during the reporting period = 67%,0.6666666666666666,10,10,0,15,15 exits to permanent housing or retention in PSH / 16 heads of household = 94%,0.9375,12,12,0,HoHsServedLeavers,6,6 had a VI-SPDAT score at entry / 6 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,8,AdultsMovedIn,8 increased income during their stay / 16 adults who moved into the project's housing = 50%,0.5,11,11,0,773 average days,ClientsMovedInLeavers,0,NA,NA,6,1,10,6 considered to be long-term homeless / 6 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,6,AdultsEntered,6 coming from shelter or streets (unsheltered) / 6 adults who entered the project during the reporting period = 100%,1,10,10,0,726,726,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Licking - MHA - Shelter Plus Care Chronic - PSH,4,ClientsServed,0.3333333333333333,0,4 errors / 12 clients served = 33%,5,5,AdultsEntered,5 had no income at entry / 8 adults who entered the project during the reporting period = 62%,0.625,0,10,1,12,12 exits to permanent housing or retention in PSH / 12 heads of household = 100%,1,12,12,0,HoHsServedLeavers,6,6 had a VI-SPDAT score at entry / 8 heads of household who entered the project during the reporting period = 75%,0.75,0,HoHsEntered,5,0,6.5,Median Homeless History Index =  6.5,AdultsEntered,10,10,0,0,AdultsMovedIn,0 increased income during their stay / 11 adults who moved into the project's housing = 0%,0,0,11,1,541 average days,ClientsMovedInLeavers,0,NA,NA,4,0.5,6,4 considered to be long-term homeless / 8 adults entered the project during the reporting period = 50%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,7,AdultsEntered,7 coming from shelter or streets (unsheltered) / 8 adults who entered the project during the reporting period = 88%,0.875,10,10,0,729,729,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Preble - Mental Health Recovery Board of Preble County - Prestwick Square - PSH,9,ClientsServed,0.2571428571428571,0,9 errors / 35 clients served = 26%,5,2,AdultsEntered,2 had no income at entry / 5 adults who entered the project during the reporting period = 40%,0.4,10,10,0,27,27 exits to permanent housing or retention in PSH / 27 heads of household = 100%,1,12,12,0,HoHsServedLeavers,2,2 had a VI-SPDAT score at entry / 5 heads of household who entered the project during the reporting period = 40%,0.4,0,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,11,AdultsMovedIn,11 increased income during their stay / 30 adults who moved into the project's housing = 37%,0.36666666666666664,11,11,0,588 average days,ClientsMovedInLeavers,0,NA,NA,4,0.8,8,4 considered to be long-term homeless / 5 adults entered the project during the reporting period = 80%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,5,AdultsEntered,5 coming from shelter or streets (unsheltered) / 5 adults who entered the project during the reporting period = 100%,1,10,10,0,730,730,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Lake SPC Combined,5,ClientsServed,0.049019607843137254,3,5 errors / 102 clients served = 5%,5,11,AdultsEntered,11 had no income at entry / 21 adults who entered the project during the reporting period = 52%,0.5238095238095238,10,10,0,75,75 exits to permanent housing or retention in PSH / 76 heads of household = 99%,0.9868421052631579,12,12,0,HoHsServedLeavers,19,19 had a VI-SPDAT score at entry / 21 heads of household who entered the project during the reporting period = 90%,0.9047619047619048,2,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,35,AdultsMovedIn,35 increased income during their stay / 81 adults who moved into the project's housing = 43%,0.43209876543209874,11,11,0,578 average days,ClientsMovedInLeavers,0,NA,NA,11,0.5238095238095238,6,11 considered to be long-term homeless / 21 adults entered the project during the reporting period = 52%,AdultsEntered,10,0,AdultMovedInLeavers,9,9 exited with benefits or health insurance / 9 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,19,AdultsEntered,19 coming from shelter or streets (unsheltered) / 21 adults who entered the project during the reporting period = 90%,0.9047619047619048,10,10,0,737,3004,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Jefferson County SPC Combined,10,ClientsServed,0.07042253521126761,2,10 errors / 142 clients served = 7%,5,21,AdultsEntered,21 had no income at entry / 25 adults who entered the project during the reporting period = 84%,0.84,10,10,0,59,59 exits to permanent housing or retention in PSH / 63 heads of household = 94%,0.9365079365079365,12,12,0,HoHsServedLeavers,18,18 had a VI-SPDAT score at entry / 20 heads of household who entered the project during the reporting period = 90%,0.9,2,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,29,AdultsMovedIn,29 increased income during their stay / 66 adults who moved into the project's housing = 44%,0.4393939393939394,11,11,0,1893 average days,ClientsMovedInLeavers,0,NA,NA,9,0.36,4,9 considered to be long-term homeless / 25 adults entered the project during the reporting period = 36%,AdultsEntered,10,0,AdultMovedInLeavers,7,7 exited with benefits or health insurance / 7 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,22,AdultsEntered,22 coming from shelter or streets (unsheltered) / 25 adults who entered the project during the reporting period = 88%,0.88,10,10,0,746,3002,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Lawrence - Lawrence County Port Authority - Lawrence County One Stop - PSH,0,ClientsServed,0,5,0 errors / 8 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 1 adults who entered the project during the reporting period = 0%,0,0,10,0,7,7 exits to permanent housing or retention in PSH / 8 heads of household = 88%,0.875,9,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,1,Median Homeless History Index =  1,AdultsEntered,2,10,0,7,AdultsMovedIn,7 increased income during their stay / 7 adults who moved into the project's housing = 100%,1,11,11,0,1682 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,752,752,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Portage - Family and Community Services - Ravenna Permanent Supportive - White House - VET - PSH,0,ClientsServed,0,5,0 errors / 5 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,4,4 exits to permanent housing or retention in PSH / 5 heads of household = 80%,0.8,5,12,0,HoHsServedLeavers,0,0 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 0%,0,0,HoHsEntered,5,0,0,Median Homeless History Index =  0,AdultsEntered,0,10,0,2,AdultsMovedIn,2 increased income during their stay / 5 adults who moved into the project's housing = 40%,0.4,11,11,0,440 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,0,AdultsEntered,0 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 0%,0,0,10,0,753,753,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Warren - New Housing Ohio - Permanent Supportive Housing - PSH,0,ClientsServed,0,5,0 errors / 15 clients served = 0%,5,0,AdultsEntered,All points granted because 0 adults entered this project during the reporting period,NaN,10,10,0,10,10 exits to permanent housing or retention in PSH / 10 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,All points granted because 0 households entered the project during the reporting period,NA,5,HoHsEntered,5,0,NA,All points granted since 0 adults entered this project during the reporting period,AdultsEntered,10,10,0,8,AdultsMovedIn,8 increased income during their stay / 11 adults who moved into the project's housing = 73%,0.7272727272727273,11,11,0,All points granted because this project had 0 leavers who moved into the project's housing,ClientsMovedInLeavers,0,NA,NA,0,NA,10,All points granted because 0 adults entered this project during the reporting period,AdultsEntered,10,NA,AdultMovedInLeavers,0,All points granted because this project had no adult leavers who moved into the project's housing,NaN,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,0,AdultsEntered,All points granted because this project has 0 adults who entered the project,NaN,10,10,0,762,762,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Fayette - CAC of Fayette County - Destination HOME - PSH,0,ClientsServed,0,5,0 errors / 20 clients served = 0%,5,5,AdultsEntered,5 had no income at entry / 6 adults who entered the project during the reporting period = 83%,0.8333333333333334,10,10,0,11,11 exits to permanent housing or retention in PSH / 11 heads of household = 100%,1,12,12,0,HoHsServedLeavers,3,3 had a VI-SPDAT score at entry / 3 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,6,AdultsMovedIn,6 increased income during their stay / 18 adults who moved into the project's housing = 33%,0.3333333333333333,11,11,0,625 average days,ClientsMovedInLeavers,0,NA,NA,6,1,10,6 considered to be long-term homeless / 6 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,7,7 exited with benefits or health insurance / 7 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,6,AdultsEntered,6 coming from shelter or streets (unsheltered) / 6 adults who entered the project during the reporting period = 100%,1,10,10,0,771,771,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Hancock - Findlay Hope House for the Homeless - Able Housing - PSH,1,ClientsServed,0.021739130434782608,3,1 errors / 46 clients served = 2%,5,2,AdultsEntered,2 had no income at entry / 4 adults who entered the project during the reporting period = 50%,0.5,10,10,0,18,18 exits to permanent housing or retention in PSH / 18 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 4 heads of household who entered the project during the reporting period = 25%,0.25,0,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,7,AdultsMovedIn,7 increased income during their stay / 19 adults who moved into the project's housing = 37%,0.3684210526315789,11,11,0,882 average days,ClientsMovedInLeavers,0,NA,NA,1,0.25,2,1 considered to be long-term homeless / 4 adults entered the project during the reporting period = 25%,AdultsEntered,10,0,AdultMovedInLeavers,3,3 exited with benefits or health insurance / 3 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,4,AdultsEntered,4 coming from shelter or streets (unsheltered) / 4 adults who entered the project during the reporting period = 100%,1,10,10,0,778,778,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Athens - Integrated Services - Graham Drive Family Housing - PSH,0,ClientsServed,0,5,0 errors / 16 clients served = 0%,5,0,AdultsEntered,All points granted because 0 adults entered this project during the reporting period,NaN,10,10,0,4,4 exits to permanent housing or retention in PSH / 3 heads of household = 133%,1.3333333333333333,12,12,0,HoHsServedLeavers,1,All points granted because 0 households entered the project during the reporting period,NA,5,HoHsEntered,5,0,NA,All points granted since 0 adults entered this project during the reporting period,AdultsEntered,10,10,0,3,AdultsMovedIn,3 increased income during their stay / 6 adults who moved into the project's housing = 50%,0.5,11,11,0,267 average days,ClientsMovedInLeavers,0,NA,NA,0,NA,10,All points granted because 0 adults entered this project during the reporting period,AdultsEntered,10,NA,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,0,AdultsEntered,All points granted because this project has 0 adults who entered the project,NaN,10,10,0,864,864,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Sandusky - GLCAP - Permanent Supportive Housing - PSH - DV,0,ClientsServed,0,5,0 errors / 82 clients served = 0%,5,4,AdultsEntered,4 had no income at entry / 8 adults who entered the project during the reporting period = 50%,0.5,10,10,0,31,31 exits to permanent housing or retention in PSH / 35 heads of household = 89%,0.8857142857142857,9,12,0,HoHsServedLeavers,8,8 had a VI-SPDAT score at entry / 8 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,1.5,Median Homeless History Index =  1.5,AdultsEntered,2,10,0,11,AdultsMovedIn,11 increased income during their stay / 30 adults who moved into the project's housing = 37%,0.36666666666666664,11,11,0,555 average days,ClientsMovedInLeavers,0,NA,NA,3,0.375,4,3 considered to be long-term homeless / 8 adults entered the project during the reporting period = 38%,AdultsEntered,10,0,AdultMovedInLeavers,15,15 exited with benefits or health insurance / 15 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,6,AdultsEntered,6 coming from shelter or streets (unsheltered) / 8 adults who entered the project during the reporting period = 75%,0.75,5,10,0,1035,1035,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Lake - Lake County ADAMHS Board - McKinley Grove SPC - PSH,0,ClientsServed,0,5,0 errors / 14 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,12,12 exits to permanent housing or retention in PSH / 13 heads of household = 92%,0.9230769230769231,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,7,AdultsMovedIn,7 increased income during their stay / 14 adults who moved into the project's housing = 50%,0.5,11,11,0,958 average days,ClientsMovedInLeavers,0,NA,NA,1,1,10,1 considered to be long-term homeless / 1 adults entered the project during the reporting period = 100%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,1038,1038,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Preble - Mental Health Recovery Board of Preble County - Prestwick Square II - PSH,11,ClientsServed,0.5,0,11 errors / 22 clients served = 50%,5,6,AdultsEntered,6 had no income at entry / 7 adults who entered the project during the reporting period = 86%,0.8571428571428571,0,10,1,17,17 exits to permanent housing or retention in PSH / 18 heads of household = 94%,0.9444444444444444,12,12,0,HoHsServedLeavers,6,6 had a VI-SPDAT score at entry / 7 heads of household who entered the project during the reporting period = 86%,0.8571428571428571,0,HoHsEntered,5,0,4,Median Homeless History Index =  4,AdultsEntered,8,10,0,5,AdultsMovedIn,5 increased income during their stay / 14 adults who moved into the project's housing = 36%,0.35714285714285715,0,11,1,987 average days,ClientsMovedInLeavers,0,NA,NA,3,0.42857142857142855,4,3 considered to be long-term homeless / 7 adults entered the project during the reporting period = 43%,AdultsEntered,10,0,AdultMovedInLeavers,7,7 exited with benefits or health insurance / 7 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,6,AdultsEntered,6 coming from shelter or streets (unsheltered) / 7 adults who entered the project during the reporting period = 86%,0.8571428571428571,10,10,0,1088,1088,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Columbiana - MHA Shelter Plus Care I - PSH,0,ClientsServed,0,5,0 errors / 104 clients served = 0%,5,14,AdultsEntered,14 had no income at entry / 20 adults who entered the project during the reporting period = 70%,0.7,10,10,0,74,74 exits to permanent housing or retention in PSH / 78 heads of household = 95%,0.9487179487179487,12,12,0,HoHsServedLeavers,19,19 had a VI-SPDAT score at entry / 19 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,4,Median Homeless History Index =  4,AdultsEntered,8,10,0,55,AdultsMovedIn,55 increased income during their stay / 76 adults who moved into the project's housing = 72%,0.7236842105263158,11,11,0,1329 average days,ClientsMovedInLeavers,0,NA,NA,3,0.15,0,3 considered to be long-term homeless / 20 adults entered the project during the reporting period = 15%,AdultsEntered,10,0,AdultMovedInLeavers,15,15 exited with benefits or health insurance / 15 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,20,AdultsEntered,20 coming from shelter or streets (unsheltered) / 20 adults who entered the project during the reporting period = 100%,1,10,10,0,1099,1099,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Geauga - Board of Mental Health and Recovery Services - PSH,2,ClientsServed,0.13333333333333333,0,2 errors / 15 clients served = 13%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,10,10 exits to permanent housing or retention in PSH / 10 heads of household = 100%,1,12,12,0,HoHsServedLeavers,0,0 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 0%,0,0,HoHsEntered,5,0,4,Median Homeless History Index =  4,AdultsEntered,8,10,0,6,AdultsMovedIn,6 increased income during their stay / 13 adults who moved into the project's housing = 46%,0.46153846153846156,11,11,0,248 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,1174,1174,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Ashland - Appleseed CMHC - Beginning Anew - PSH,0,ClientsServed,0,5,0 errors / 10 clients served = 0%,5,3,AdultsEntered,3 had no income at entry / 6 adults who entered the project during the reporting period = 50%,0.5,10,10,0,10,10 exits to permanent housing or retention in PSH / 10 heads of household = 100%,1,12,12,0,HoHsServedLeavers,6,6 had a VI-SPDAT score at entry / 6 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,4,Median Homeless History Index =  4,AdultsEntered,8,10,0,5,AdultsMovedIn,5 increased income during their stay / 10 adults who moved into the project's housing = 50%,0.5,11,11,0,911 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 6 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,6,AdultsEntered,6 coming from shelter or streets (unsheltered) / 6 adults who entered the project during the reporting period = 100%,1,10,10,0,1347,1347,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Vinton - Sojourners Care Network - PSH,0,ClientsServed,0,5,0 errors / 11 clients served = 0%,5,3,AdultsEntered,3 had no income at entry / 3 adults who entered the project during the reporting period = 100%,1,10,10,0,10,10 exits to permanent housing or retention in PSH / 11 heads of household = 91%,0.9090909090909091,12,12,0,HoHsServedLeavers,3,3 had a VI-SPDAT score at entry / 3 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,3,AdultsMovedIn,3 increased income during their stay / 10 adults who moved into the project's housing = 30%,0.3,11,11,0,1039 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 3 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 3 adults who entered the project during the reporting period = 33%,0.3333333333333333,0,10,0,1352,1352,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Springfield SPC 1 Combined,1,ClientsServed,0.022727272727272728,3,1 errors / 44 clients served = 2%,5,3,AdultsEntered,3 had no income at entry / 5 adults who entered the project during the reporting period = 60%,0.6,10,10,0,22,22 exits to permanent housing or retention in PSH / 22 heads of household = 100%,1,12,12,0,HoHsServedLeavers,3,3 had a VI-SPDAT score at entry / 5 heads of household who entered the project during the reporting period = 60%,0.6,0,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,9,AdultsMovedIn,9 increased income during their stay / 26 adults who moved into the project's housing = 35%,0.34615384615384615,11,11,0,346 average days,ClientsMovedInLeavers,0,NA,NA,2,0.4,4,2 considered to be long-term homeless / 5 adults entered the project during the reporting period = 40%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,5,AdultsEntered,5 coming from shelter or streets (unsheltered) / 5 adults who entered the project during the reporting period = 100%,1,10,10,0,1353,3001,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
